name,longitude,latitude,city,country,description,imageUrl,urmomm,letJackHelp,region,hotelWebsite
Round Hill Hotel & Villas,-78.0114185,18.4584851,Montego Bay,Jamaica,"A hillside retreat in Jamaica where billionaires flock for privacy, great golf, and even better restaurants.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/a52c237b-7aba-45b5-a24e-954137e4316d/001504-01-Drone_2022_11_DJI_0387-at+Round+Hill+Hotel+and+Villas.jpg?format=1000w,roundhill.com,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.roundhill.com
Casa de Campo,-68.918855,18.4208612,La Romana,Dominican Republic,"A household name for villa rentals, this resort operates like its own city,bars, nightclubs, beaches, and every amenity imaginable.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/6cf24fa2-b602-429e-8878-79e325b9203d/Casa-de-Campo-Resort-%26-Villas__2018_36-Villa3.jpeg?format=1500w,casadecampo.com.do,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.casadecampo.com.do
Tryall Club,-78.0568717,18.4524608,Montego Bay,Jamaica,A luxurious villa community with top-notch golfing and water sports. Private staff and beachfront restaurants add to the magic.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/ec488cff-88fa-4621-a66e-65ed4c94eafd/The-Tryall-Club-Jamaica-1.jpg?format=750w,tryallclub.com,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.tryallclub.com
Four Seasons Anguilla,-63.1454735,18.1780789,Anguilla,Anguilla,"A breathtaking beach retreat set above a pristine shoreline. Open-air restaurants, beach bars, and endless luxury await.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/5c1a82db-372c-4ec5-b111-511d4664bb80/four-seasons-resort-and.jpg?format=1000w,fourseasons.com/anguilla,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.fourseasons.com/anguilla
Secret Bay,-61.4725625,15.5455625,Portsmouth,Dominica,"Frequently ranked as the number one resort in travel magazines, this remote hideaway boasts stunning villas perched above deep blue waters.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/53a4fb5b-2338-4a77-9f78-72978420fa54/Secret-Bay-Overhead-Edited-2-6-20-Larger.jpeg?format=1000w,secretbay.dm,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.secretbay.dm
Sugar Beach,-61.0612116,13.8278433,Soufrière,Saint Lucia,Family-friendly luxury with gorgeous views of the iconic Petite Piton. Enjoy a laid-back restaurant by the water and take in the magic of St. Lucia.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/0f3dd4c0-da5f-4105-8ad2-1a67a83642b9/01911ea1059c1e03be39a93379c6409e.jpg?format=1000w,viceroyhotelsandresorts.com/sugar-beach,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.viceroyhotelsandresorts.com/sugar-beach
Firefly Sunset Resort,-76.9745739,26.523734,Abaco Islands,Bahamas,"Known for its spring break vibes, this small resort offers golf carts, a close-knit community, and endless fun in the sun.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/bbc05909-0250-42fa-a953-abf1280fe1ea/a80e801b-5fc5-41fe-b43b-29b8485b53a7-abac_firefly_sunset_resort_aerial2.jpg?format=1000w,fireflysunsetresort.com,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.fireflysunsetresort.com
Oil Nut Bay,-64.3301788,18.4992189,Virgin Gorda,British Virgin Islands,"A billionaire's paradise with sleek villas and clean, modern designs. Endless views and luxurious perfection await.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/e7f323b4-5f57-49e6-a650-9091122e6c05/Penthouse-10-1536x1150.jpg?format=750w,oilnutbay.com,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.oilnutbay.com
The Dunmore,-76.6332439,25.5018157,Harbour Island,Bahamas,"A preppy classic with light blue hues, this Harbour Island spot is the place to see and be seen for dinner.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/42d2e403-efb5-46b9-b3d4-a93ae0218790/drone.jpg?format=1000w,dunmorebeach.com,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.dunmorebeach.com
Jumby Bay Island,-61.7546471,17.1551352,Jumby Bay,Antigua and Barbuda,"A private island paradise owned by the Oetker Collection, with pristine beaches, private villas, and world-class service. The ultimate tropical escape.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/62cdfd3a-bd4f-4181-9419-0fd7d752acde/329_1.jpg?format=750w,jumbybayresort.com,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.jumbybayresort.com
Pink Sands,-76.6344011,25.503919,Harbour Island,Bahamas,"A beachfront gem with lovely beach bars, golf carts, and charming villas. The perfect place to unwind in paradise.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/42d2e403-efb5-46b9-b3d4-a93ae0218790/drone.jpg?format=1000w,pinksandsresort.com,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.pinksandsresort.com
Bahama House,-76.6363541,25.4998608,Harbour Island,Bahamas,"A boutique experience resort with personalized concierge service, a private pool, and only a few intimate rooms. Pure relaxation meets luxury.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/4fe68a7b-9b4f-4d9c-b1a3-f2b0236971d2/ACF_6900-Edit.jpeg?format=1500w,bahamahouse.com,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.bahamahouse.com
Mustique Island,-61.1834126,12.881024,Saint Vincent,Saint Vincent and the Grenadines,"Where billionaires retreat from millionaires,this private island offers jaw-dropping luxury and endless serenity.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/1a9baf54-d8af-48c3-b87e-3f3b7c175513/header-britannia-bay-mustique-MUSTIQUETG0422-bb46afd839dd44eebd4f222d2f7dc7d7.jpg?format=750w,mustique-island.com,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.mustique-island.com
Montage Los Cabos,-109.8163781,22.9301647,Los Cabos,Mexico,"A stunning Montage compound right on the golden sand beaches of Los Cabos. Good vibes, impeccable service, and beachside luxury.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/b8378ce8-9b29-414a-99f0-2a5ae6426626/DJI_0011-2-2048x1534.jpg?format=750w,montagehotels.com/loscabos,https://www.jsltravelagent.com/clientintake,Central America,https://www.montagehotels.com/loscabos
Paradero Todos Santos,-110.1961441,23.3896978,Todos Santos,Mexico,A desert retreat built with industrial chic flair. This stylish hideaway is as unique as it is beautiful.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/1e42bbc3-8a3d-4b2e-84cc-de5cc84052bb/IMG_9694.jpeg?format=750w,paraderohotels.com,https://www.jsltravelagent.com/clientintake,Central America,https://www.paraderohotels.com
One&Only Mandarina,-105.3309758,20.9778543,Riviera Nayarit,Mexico,"A jungle escape with deep blues, hummingbirds, and lush tropical vibes. An otherworldly experience in Mexico's natural paradise.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/9f43775c-02b1-4650-b489-652c531c9d91/OneOnly_Mandarina_Carao_Pool.jpg?format=1000w,oneandonlyresorts.com/mandarina,https://www.jsltravelagent.com/clientintake,Central America,https://www.oneandonlyresorts.com/mandarina
Four Seasons Peninsula Papagayo,-85.6884147,10.6115855,Guanacaste,Costa Rica,"A secluded paradise with both black sand and golden beaches. Perfect for zip-lining, exploring, and pure relaxation. Kim Kardashian approved.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/f0ea4c94-d7ef-4ff7-afc3-71508b543f87/Review-Four-Seasons-Resort-Peninsula-Papagayo-in-C.jpeg?format=1000w,fourseasons.com/costarica,https://www.jsltravelagent.com/clientintake,Central America,https://www.fourseasons.com/costarica
Awasi Patagonia,-72.639504,-50.911228,Patagonia,Chile,A health and wellness retreat tucked away in Chile's stunning wilderness. Pure tranquility and adventure await.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/fbc4fcb9-f280-4e81-8b8f-1027176d4493/Patagonia-264-20161027.jpg?format=750w,awasi.com/en/lodges/patagonia,https://www.jsltravelagent.com/clientintake,South America,https://www.awasi.com/en/lodges/patagonia
Hotel Esencia,†-87.256218,20.481921,Tulum,Mexico,A highly ranked boutique hotel in Tulum with an effortless blend of luxury and laid-back beach vibes.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/dbaa3957-cf5e-4e66-8c43-27917f3b1fe8/175338286.jpg?format=750w,hotelesencia.com,https://www.jsltravelagent.com/clientintake,Central America,https://www.hotelesencia.com
Hermitage Bay,-61.8933069,17.0848439,Antigua,Antigua and Barbuda,"Luxurious and stunning, this beachside resort offers pristine beauty and total relaxation.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/39cee2b6-ed11-4dde-a901-5bb0d157bcac/Hermitage-Bay-Hillside-Pool-Suite.jpeg?format=750w,hermitagebay.com,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.hermitagebay.com
Belmond Hotel das Cataratas,-54.4388518,-25.6841773,Iguazu Falls,Brazil,"Nestled right by Brazil's majestic waterfalls, this hotel is nothing short of breathtaking. A perfect tropical retreat.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/62e55521-e76d-464c-8bf0-cc9b963941a6/22694837.jpg?format=750w,belmond.com/hotels/south-america/brazil/iguassu-falls,https://www.jsltravelagent.com/clientintake,South America,https://www.belmond.com/hotels/south-america/brazil/iguassu-falls
Casa San Agustin,-75.5494153,10.4254865,Cartagena,Colombia,"A cute boutique hotel in the heart of Cartagena, offering luxury, culture, and a strong sense of safety. Unique and vibrant.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/01a56274-dabe-4fb2-9fc3-f794eb262401/casa-san-augustin-cartagena-colombia-117111-5.jpeg?format=750w,hotelcasasanagustin.com,https://www.jsltravelagent.com/clientintake,South America,https://www.hotelcasasanagustin.com
Ritz Paris,2.3288932,48.8680987,Paris,France,"Known worldwide as one of the most luxurious hotels, the Ritz Paris features gold-studded details and classic Parisian elegance.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/bf87e69a-2055-47f5-a690-da9a6c9548f0/840-iy5hw8fp44-web4k.jpeg?format=1000w,ritzparis.com,https://www.jsltravelagent.com/clientintake,Europe,https://www.ritzparis.com
Le Bristol,2.3147996,48.8716864,Paris,France,"A favorite among Upper East Siders and celebrities, with an incredible restaurant and luxurious rooms. Parisian opulence at its best.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/8b7f20a0-bef9-4b0a-a89c-ea5912bcefe3/le-bristol-paris-facade.jpg?format=1000w,oetkercollection.com/hotels/le-bristol-paris,https://www.jsltravelagent.com/clientintake,Europe,https://www.oetkercollection.com/hotels/le-bristol-paris
Solly Hotel Paris (Near Le Marais),2.3539487,48.8675276,Paris,France,"Located in one of the city's cutest neighborhoods, Le Marais, this hotel offers prime shopping and local charm.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/c32e8b1e-1175-4396-ad51-9b8d53079f51/477335352.jpg?format=750w,sollyhotelparis.com,https://www.jsltravelagent.com/clientintake,Europe,https://www.sollyhotelparis.com
Hotel du Cap-Eden-Roc,7.1216027,43.5483462,Antibes,France,"The epitome of luxury on the French Riviera. Prime luxury, stunning views, and a favorite of the world's elite.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/1522ce9f-5dc4-4bec-b99c-3804f18c23f4/hotel-du-cap-eden-roc-official2021.jpg?format=1000w,oetkercollection.com/hotels/hotel-du-cap-eden-roc,https://www.jsltravelagent.com/clientintake,Europe,https://www.oetkercollection.com/hotels/hotel-du-cap-eden-roc
Maybourne Riviera,7.4443528,43.7567903,Roquebrune-Cap-Martin,France,"My favorite on the South of France,built into a cliff with jaw-dropping views and incredible architecture. Enjoy aesthetic dining and the best cappuccinos around.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/a106640f-4792-4e5d-a205-e75f0248c306/W50BH23_PROFILE_The+Maybourne+Riviera+hero.jpg?format=750w,maybourneriviera.com,https://www.jsltravelagent.com/clientintake,Europe,https://www.maybourneriviera.com
Chateau Saint-Martin & Spa,7.1062216,43.7309908,Vence,France,"A massive castle in the French countryside with old-world charm. Perfect for anyone seeking a cool, classic French escape.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/3adfde0e-3ded-4b0a-9b3d-7644501c4897/Oetker-Collection-Saint-Martin-Exterieur.jpg?format=750w,oetkercollection.com/hotels/chateau-saint-martin,https://www.jsltravelagent.com/clientintake,Europe,https://www.oetkercollection.com/hotels/chateau-saint-martin
Cheval Blanc,6.6336142,45.4094527,Courchevel,France,"Of course, it's amazing. One of Courchevel's finest skiing hotels,expect impeccable service and stunning slopes.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/ecfbf267-0c66-4c51-979b-cff6ed20c779/unnamed.jpg?format=1000w,chevalblanc.com/en/maison/courchevel,https://www.jsltravelagent.com/clientintake,Europe,https://www.chevalblanc.com/en/maison/courchevel
Hotel de Paris,7.4274645,43.7390048,Monaco,Monaco,"Flashy, opulent, and dripping in wealth. Expect tourists gawking at the luxury cars and a prime location right near Monte Carlo's shopping mecca.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/e40fae7f-09c8-4441-bcb5-2fe52b6c1282/492010980.jpg?format=750w,monte-carlo-beach.com/en/hotel-de-paris,https://www.jsltravelagent.com/clientintake,Europe,https://www.monte-carlo-beach.com/en/hotel-de-paris
Eden Rock Villa Rental,-62.836107,17.9034357,St. Barths,Saint Barthelemy,"The ultimate stay in St. Barths. Get all the privacy of your own villa, plus breakfast delivered and full access to Eden Rock's luxurious amenities.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/f8dc1fb3-90c1-4a5d-915e-b01201d62b27/Villa_Ixfalia_0796-1.jpg?format=750w,edenrockvillarental.com,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.edenrockvillarental.com
Four Seasons Megeve,6.6429363,45.8472078,Megève,France,"A massive Four Seasons compound, perfect for skiing in the French Alps. An elegant retreat with all the luxury touches.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/197664d7-0684-4a45-88f4-30d5f67e7aad/Four-Seasons-Hotel-Megeve-Exterior.jpeg?format=1000w,fourseasons.com/megeve,https://www.jsltravelagent.com/clientintake,Europe,https://www.fourseasons.com/megeve
Six Senses Courchevel,6.6372035,45.4150046,Courchevel,France,Sustainable luxury meets high-end skiing. The ultimate winter retreat for the eco-conscious traveler.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/3b88fa63-7e48-4ea5-85d1-51615ed529fe/six-senses-residences.jpg?format=1000w,sixsenses.com/en/resorts/courchevel,https://www.jsltravelagent.com/clientintake,Europe,https://www.sixsenses.com/en/resorts/courchevel
L'Apogee Courchevel,6.6331123,45.4119424,Courchevel,France,"A bold, luxurious resort that elevates both skiing and opulence to new heights. Ski-in, ski-out perfection.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/5310d60f-ec58-4696-afcd-f478f9e706ef/lapogee-courchevel-exterior-7.jpg?format=1000w,lapogeecourchevel.com,https://www.jsltravelagent.com/clientintake,Europe,https://www.lapogeecourchevel.com
Hotel Mont-Blanc,6.8681237,45.9231427,Chamonix,France,"Similar to L'Apogee,luxury skiing with stunning views and top-notch amenities. Ski-in, ski-out in the heart of the Alps.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/980796ba-17e9-49be-81f3-6319d2b193ad/images.jpeg?format=750w,hotelmontblancchamonix.com,https://www.jsltravelagent.com/clientintake,Europe,https://www.hotelmontblancchamonix.com
Coeur de Megeve,6.6186502,45.8571397,Megève,France,"A charming boutique hotel in an equally charming town. A quaint, romantic escape in the French Alps.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/0dab0d6b-467c-4bce-a1e3-ffb9795697fe/hotel-balconies.jpg?format=750w,hotelmontblancmegeve.com,https://www.jsltravelagent.com/clientintake,Europe,https://www.hotelmontblancmegeve.com
Belmond La Residencia,2.6491932,39.7493129,Mallorca,Spain,"Flowery, Spanish charm with stunning old-world architecture. A perfect spot for weddings and romantic getaways.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/8e92582d-8e4b-42e7-82e9-15868724de79/415267074.jpg?format=750w,belmond.com/hotels/europe/spain/mallorca,https://www.jsltravelagent.com/clientintake,Europe,https://www.belmond.com/hotels/europe/spain/mallorca
Ca's Xorc,2.6873763,39.7707993,Mallorca,Spain,"Small and romantic,don't miss dinner here, even if you're not staying. The restaurant is a must-visit.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/e4714e85-d946-48d6-b603-192bfd4e5c17/ca-s-xorc-luxury-retreat.jpg?format=750w,casxorc.com,https://www.jsltravelagent.com/clientintake,Europe,https://www.casxorc.com
Nobu Ibiza,1.456219,38.9182161,Ibiza,Spain,"Bold, Euro vibes with insane luxury and insane prices. An Ibiza favorite for those who want to splurge.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/5a299013-d5f0-4ece-9eea-6481d080a833/w3840.jpeg?format=750w,nobuhotels.com/ibiza,https://www.jsltravelagent.com/clientintake,Europe,https://www.nobuhotels.com/ibiza
Hacienda Na Xamena,1.4205275,39.0784543,Ibiza,Spain,Built into the cliffs with incredible views and comfortable rooms. Pure Ibiza magic.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/d4e24ce7-bc34-4277-a244-4c695340b1ed/b429701a-59baacf3.jpg?format=1000w,haciendanaxamena-ibiza.com,https://www.jsltravelagent.com/clientintake,Europe,https://www.haciendanaxamena-ibiza.com
W Barcelona,2.1901534,41.368437,Barcelona,Spain,"Right on the beach and perfect for party vibes. Barcelona's go-to for sleek, modern luxury.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/4be38f64-17bd-441e-aefd-d78c2d13d3d0/004163-01-WBarcelona-exterior-W+Barcelona.jpg?format=1000w,whotels.com/barcelona,https://www.jsltravelagent.com/clientintake,Europe,https://www.whotels.com/barcelona
The Standard Ibiza,1.4340948,38.9098865,Ibiza,Portugal,"A super sleek and modern Ibiza escape,chic and stylish in every way.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/a3ebf111-1a7b-4713-9ffc-e64947c02e89/457086387.jpg?format=750w,standardhotels.com/ibiza,https://www.jsltravelagent.com/clientintake,Europe,https://www.standardhotels.com/ibiza
Sublime Comporta,-8.6992051,38.2776789,Comporta,Portugal,"Mountains, beach, and everything in between. Wooden villas with rustic charm and a modern edge.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/4953f333-28b2-49db-8d9b-2492ca2918ee/sublime-comporta-aerial-view.jpeg?format=750w,sublimecomporta.pt,https://www.jsltravelagent.com/clientintake,Europe,https://www.sublimecomporta.pt
Six Senses Douro Valley,-7.812801,41.1441174,Lamego,Italy,"Incredible views, amazing culture, and serene luxury. A true gem in the heart of Portugal's wine country.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/96c5e199-08da-4882-b5dd-922b9fedace4/Six-Senses-Douro-Valley.jpg?format=750w,sixsenses.com/en/resorts/douro-valley,https://www.jsltravelagent.com/clientintake,Europe,https://www.sixsenses.com/en/resorts/douro-valley
Le Sirenuse,14.4875827,40.6288337,Positano,Italy,A top honeymoon destination with breathtaking views and a famous restaurant. Gorgeous from every angle.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/7c3d5f47-d252-44a0-97c6-8b4a08af8721/welcome-to-le-sirenuse.jpg?format=750w,sirenuse.it,https://www.jsltravelagent.com/clientintake,Europe,https://www.sirenuse.it
Villa d'Este,9.0793838,45.8450079,Lake Como,Italy,"A true architectural masterpiece on Lake Como. Ultra-luxe, ultra-expensive, and totally worth it.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/35de3fa1-5f0d-4fc9-b08d-475080935133/Villa-dEste_Drone-View.jpg?format=750w,villadeste.com,https://www.jsltravelagent.com/clientintake,Europe,https://www.villadeste.com
Il Sereno,9.1177082,45.8590684,Lake Como,Italy,A top-rated Lake Como hotel with stunning modern architecture. Exclusivity and luxury all in one.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/e6b87a70-0aa7-42d5-afd0-efee2a72984c/lw2188_110960327_720x450.jpg?format=1000w,ilsereno.com,https://www.jsltravelagent.com/clientintake,Europe,https://www.ilsereno.com
Calilo,25.3796256,36.6842909,Ios,Greece,"Unique in every way, this Greek escape offers stunning pools and endless charm.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/9b335614-d110-4469-aa9d-7d8d35fbca4b/download.jpeg?format=750w,calilo.com,https://www.jsltravelagent.com/clientintake,Europe,https://www.calilo.com
Istoria,25.4652219,36.3464337,Santorini,Greece,"A boutique Santorini hotel with all the charm you'd expect from the iconic island. Classic, chic, and beautiful.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/ab48df34-9afe-4ff1-812f-ae0c1ac9eb67/149278368.jpg?format=750w,istoriahotel.com,https://www.jsltravelagent.com/clientintake,Europe,https://www.istoriahotel.com
Katikies Chromata,25.4244547,36.4315228,Santorini,Greece,A quintessential Santorini hotel with stunning views and all the island's classic charm. Pure perfection.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/d7b51001-9793-482b-8fc8-485cc0378a8a/katikies-chromata-hotel-santorini_20.jpeg?format=750w,katikies.com/chromata-santorini,https://www.jsltravelagent.com/clientintake,Europe,https://www.katikies.com/chromata-santorini
Omnia,7.7452484,46.0204584,Zermatt,Switzerland,"Ski-in, ski-out luxury at its finest. This sleek mountain retreat lights up at night for a magical Alpine experience.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/544b447a-750b-4fc3-84d5-e458322d55d2/luxury-ski-hotel-zermatt-the-omnia-oxford-ski-hotel-outside-view-1.jpg?format=1000w,omnia.ch,https://www.jsltravelagent.com/clientintake,Europe,https://www.omnia.ch
Whitepod,6.9583494,46.2229734,Crans-Montana,Switzerland,"Live in a pod on the mountain,totally ski-in, ski-out, and a one-of-a-kind experience. Take a snow cat up for ultimate adventure.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/241327b7-18ad-49a2-8f12-610146ebac17/WhitePod-Switzerland-8.jpg?format=1000w,whitepod.com,https://www.jsltravelagent.com/clientintake,Europe,https://www.whitepod.com
The Woodward,6.1522268,46.2122324,Geneva,Switzerland,"A classy, preppy, and elegant stay in Geneva. Sophistication with stunning lake views.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/2ca3099d-c75b-45f9-b415-265f9f8cb361/The_Woodward_facade_1968-the%2520woodward-nov21-pr.jpeg?format=1000w,thewoodward.ch,https://www.jsltravelagent.com/clientintake,Europe,https://www.thewoodward.ch
Beau-Rivage Palace,6.6301525,46.5080535,Lausanne,Switzerland,"A grand, white-and-gold Swiss palace right on the water. Old-fashioned luxury at its finest.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/c2c8db68-729e-430e-aa39-259ea89b1221/beau-rivage-palace.jpg?format=750w,brp.ch,https://www.jsltravelagent.com/clientintake,Europe,https://www.brp.ch
Hotel La Palma,14.243836,40.550434,Capri,Italy,An amazing hotel in Capri with an incredible beach club. Ultimate luxury on the Italian island.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/a6e09be7-2313-4db7-beed-4dd9660af651/beach-club-new-picture.jpg?format=750w,oetkercollection.com/hotels/hotel-la-palma,https://www.jsltravelagent.com/clientintake,Europe,https://www.oetkercollection.com/hotels/hotel-la-palma
Minthis,32.4964635,34.8235378,Paphos,Cyprus,A truly unique resort in Cyprus with stunning scenery and luxury that stands out.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/ef1c8cb3-33a4-4978-8579-e976be0c49bc/minthis-hills-woods-baggot_3.jpg?format=1000w,minthisresort.com,https://www.jsltravelagent.com/clientintake,Middle Easr,https://www.minthisresort.com
Deplar Farm,-18.9397467,65.9443709,Ólafsfjör?ur,Iceland,An experiential resort where LeBron James and Bill Gates have stayed. Immerse yourself in Icelandic culture and unforgettable experiences.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/0bd9790d-9cee-4fba-a2ee-5fd2085b7076/deplar-farm-summer-hero.jpg?format=750w,elevenexperience.com/deplar-farm,https://www.jsltravelagent.com/clientintake,Europe,https://www.elevenexperience.com/deplar-farm
