name,longitude,latitude,city,country,description,imageUrl,urmomm,letJackHelp,region,hotelWebsite
Park Hyatt Kyoto,135.7811268,34.9991121,Kyoto,Japan,"A luxurious stay in the heart of Japan,perfect for those who love elegance and tradition.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/54e6c52e-afb7-4c94-b745-5b46fa551095/233115536.jpg?format=750w,park.hyatt.com/en/hyatt-hotels/japan/park-hyatt-kyoto,https://www.jsltravelagent.com/clientintake,Asia,https://www.park.hyatt.com/en/hyatt-hotels/japan/park-hyatt-kyoto
Bulgari Tokyo,139.7692613,35.6796123,Tokyo,Japan,"From the world-renowned Bvlgari brand, this luxurious hotel in Japan is the epitome of class and style.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/c5ded8d2-820f-4b97-a581-64f86f0f3bda/10_BHTokyo_Terrace_02_WEB-Bulgari+Tokyo-mar23-pr.jpeg?format=1500w,bulgarihotels.com/en_US/tokyo,https://www.jsltravelagent.com/clientintake,Asia,https://www.bulgarihotels.com/en_US/tokyo
The Upper House,114.1663406,22.2775031,Hong Kong,China,"A chic, cool hotel in Hong Kong that offers a modern and stylish vibe.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/01f41025-e452-41e9-981f-56d96aef4c87/the-upper-house.jpg?format=750w,upperhouse.com/en,https://www.jsltravelagent.com/clientintake,Asia,https://www.upperhouse.com/en
Mandarin Oriental,114.1594433,22.2818794,Hong Kong,China,"The classic luxury stay in Hong Kong, renowned for its history and impeccable service.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/0c3b1747-c9c4-40d2-b192-7a7d28cbc880/Mandarin+Oriental+Hong+Kong_hong-kong-restaurant-21-the-aubrey-main-bar-drawing-room.jpeg?format=1000w,mandarinoriental.com/hong-kong,https://www.jsltravelagent.com/clientintake,Asia,https://www.mandarinoriental.com/hong-kong
Raffles Singapore,103.854483,1.294889,Singapore,Singapore,"The landmark hotel of Singapore, known for its luxurious service and timeless elegance.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/3d483322-0fd0-4b76-ba32-1a02620d3faf/a5e1-1.jpeg?format=1500w,raffles.com/singapore,https://www.jsltravelagent.com/clientintake,Asia,https://www.raffles.com/singapore
Marina Bay Sands,103.8591065,1.2837575,Singapore,Singapore,"An iconic mall, hotel, and casino complex in Singapore, famous for its sky-high infinity pool and larger-than-life amenities.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/0d798888-bc36-47e3-b280-a130a46c9670/Marina_Bay_Sands_in_the_evening_-_20101120.jpg?format=750w,marinabaysands.com,https://www.jsltravelagent.com/clientintake,Asia,https://www.marinabaysands.com
Parkroyal Collection Pickering,103.8464647,1.2856438,Singapore,Singapore,A massive eco-resort with a grey exterior overgrown with greenery. Sustainable luxury with a stunning pool.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/f0706514-099b-46a4-8546-ed3192a6b297/318936829.jpg?format=750w,panpacific.com/en/hotels-and-resorts/pr-collection-pickering,https://www.jsltravelagent.com/clientintake,Asia,https://www.panpacific.com/en/hotels-and-resorts/pr-collection-pickering
Four Seasons Bora Bora,-151.7071035,-16.4725491,Bora Bora,French Polynesia,An amazing resort in Bora Bora with iconic overwater bungalows. Ultimate island luxury.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/b937325c-b8f7-44ff-a222-38d4e9aab564/20220306_PYF_Bora-Bora_Four-Seasons_160-1024x683.jpg?format=750w,fourseasons.com/borabora,https://www.jsltravelagent.com/clientintake,Oceania,https://www.fourseasons.com/borabora
Cap Juluca,-63.141769,18.164896,Maundays Bay,Anguilla,"Another Anguilla gem, offering pristine beaches and unparalleled service.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/2c6c10e0-6eb0-471c-a19d-0e00c45a325c/cap-ext05.jpeg?format=1500w,belmond.com/hotels/caribbean/anguilla/cap-juluca,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.belmond.com/hotels/caribbean/anguilla/cap-juluca
Sirru Fen Fushi,73.010921,6.291041,Noonu Atoll,Maldives,A private island resort in the Maldives offering excellent rates for a slice of paradise.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/584158be-cd5c-46a8-b7eb-c85c923497e2/554759508.jpg?format=750w,fairmont.com/maldives/sirru-fen-fushi,https://www.jsltravelagent.com/clientintake,Asia,https://www.fairmont.com/maldives/sirru-fen-fushi
Soneva Fushi,73.0786623,5.1118009,Baa Atoll,Maldives,"The highest-rated, most luxurious hotel in the Maldives. Pure indulgence in every way.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/1cc84037-76f6-4d34-aa6b-91d94e55c0f4/CE812664EB6BDE8CE4DB26772DF99F1C-1440x810.jpg?format=1000w,soneva.com/soneva-fushi,https://www.jsltravelagent.com/clientintake,Asia,https://www.soneva.com/soneva-fushi
Six Senses Kanuhura,73.5059992,5.5336998,Kanuhura,Maldives,An eco-luxury paradise that's part of the renowned Six Senses family. Sustainable bliss in the Maldives.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/cda384c4-a6b2-4f3c-a6f6-26bd2f2175f3/462447939.jpg?format=1000w,sixsenses.com/en/resorts/kanuhura,https://www.jsltravelagent.com/clientintake,Asia,https://www.sixsenses.com/en/resorts/kanuhura
Four Seasons Resort Maldives at Landaa Giraavaru,73.1122821,5.2861715,Landaa Giraavaru,Maldives,"A luxurious Four Seasons stay in the Maldives,classic luxury meets tropical paradise.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/9a52b313-7079-4f45-a16b-3f6fdd261df8/217063078.jpg?format=750w,fourseasons.com/maldiveslg,https://www.jsltravelagent.com/clientintake,Asia,https://www.fourseasons.com/maldiveslg
Six Senses Zil Pasyon,55.8670463,-4.3190832,Felicite Island,Seychelles,"Another incredible eco-luxury resort from Six Senses, offering unparalleled beauty and relaxation.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/2ed0e2c3-6f3a-4064-b775-b169869a2859/pasyon_pool_villas_aerial_6762-original.jpg?format=750w,sixsenses.com/en/resorts/zil-pasyon,https://www.jsltravelagent.com/clientintake,Asia,https://www.sixsenses.com/en/resorts/zil-pasyon
One&Only Le Saint Geran,57.7562809,-20.1605098,Belle Mare,Mauritius,"A unique and stunning destination in Mauritius, offering the best of island luxury.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/4bb0ac90-9f68-41ef-8b65-090b03cdeff2/478787627.jpg?format=750w,oneandonlyresorts.com/le-saint-geran,https://www.jsltravelagent.com/clientintake,Africa,https://www.oneandonlyresorts.com/le-saint-geran
Four Seasons Mauritius at Anahita,57.7904647,-20.284341,Beau Champ,Mauritius,"Another incredible Four Seasons resort, this time in Mauritius, offering world-class service and serene beaches.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/2383f1d0-1ae5-499d-9b70-2a5816f469d3/aerial-view-of-quiet.jpg?format=750w,fourseasons.com/mauritius,https://www.jsltravelagent.com/clientintake,Africa,https://www.fourseasons.com/mauritius
Taj Exotica Havelock Island,92.9557078,11.9839802,Andaman Islands,India,A cool beachside resort with a friendly staff and stunning beachfront location.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/c14e0371-36a4-4691-ba39-2b7567ae1637/177423-01-Aerial+View+of+the+Resort+with+beach-Taj+Exotica+Andamans.jpg?format=1000w,tajhotels.com/en-in/taj/exotica-havelock,https://www.jsltravelagent.com/clientintake,Asia,https://www.tajhotels.com/en-in/taj/exotica-havelock
One&Only The Palm,55.1334634,25.0994852,Dubai,United Arab Emirates,"Opulent luxury on the famous Palm Jumeirah, offering world-class service and stunning views.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/093420e5-5e67-4b87-bf20-a8d5c07e29f4/OOTP-9.png?format=750w,oneandonlyresorts.com/the-palm-dubai,https://www.jsltravelagent.com/clientintake,Middle East,https://www.oneandonlyresorts.com/the-palm-dubai
Burj Al Arab,55.1852468,25.1411914,Dubai,United Arab Emirates,"The landmark hotel of Dubai,the only seven-star hotel in the world, known for its unmatched luxury.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/ea7ceb77-e97d-4e16-b354-05f8f11c9ac3/457389536.jpg?format=750w,jumeirah.com/en/stay/dubai/burj-al-arab,https://www.jsltravelagent.com/clientintake,Middle East,https://www.jumeirah.com/en/stay/dubai/burj-al-arab
Six Senses Shaharut,35.0059852,29.9160156,Negev,Israel,"A luxurious desert resort in Israel, offering breathtaking views and unmatched experiences.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/0008c7c3-511f-4034-8268-e3f20a26fa32/247582271.jpg?format=750w,sixsenses.com/en/resorts/shaharut,https://www.jsltravelagent.com/clientintake,Middle East,https://www.sixsenses.com/en/resorts/shaharut
Wadi Rum Bubble Luxotel,35.484001,29.7199019,Wadi Rum,Jordan,"Glamping bubbles in the Jordanian desert,a once-in-a-lifetime experience.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/45c5a74d-dd61-4cb3-b30f-a5fccc968923/581550af.jpeg?format=1500w,https://wadirumbubble.luxotel.com/,https://www.jsltravelagent.com/clientintake,Middle East,https://www.https://wadirumbubble.luxotel.com/
Royal Mansour,-7.9983783,31.6251861,Marrakech,Morocco,"A luxurious, money-no-object resort that defines opulence in every way.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/3316be4e-f453-4ec9-897f-b5d51b9979c9/Royal+Mansour+Lobby.jpg?format=1000w,royalmansour.com,https://www.jsltravelagent.com/clientintake,Middle East,https://www.royalmansour.com
Aman Marrakech,-7.9339448,31.6083474,Marrakech,Morocco,"Private villas, beautiful pools, and ultimate relaxation in this ultra-luxury Moroccan escape.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/0c6e8021-325b-48d1-b8a3-c8c368e4f387/Amanjena_Accommodation_Al_Hamra_Maison_1.jpeg?format=1000w,aman.com/resorts/amanjena,https://www.jsltravelagent.com/clientintake,Africa,https://www.aman.com/resorts/amanjena
La Mamounia,-7.997488,31.6215239,Marrakech,Morocco,"Infamous for its history (and Anna Delvey's scandal), this Moroccan resort offers luxury and rich cultural experiences.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/357a9ca7-e809-4940-bf22-03c5400ad9dd/17174202-la-mamounia-hotel_cover_1500x1001.jpeg?format=1000w,mamounia.com,https://www.jsltravelagent.com/clientintake,Africa,https://www.mamounia.com
Londolozi Tree Camp,31.5008966,-24.7965139,Sabi Sands,South Africa,An African safari resort that blends luxury with adventure. A bucket-list stay.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/7fa3ba68-4f84-4d39-805d-49cb32559a44/londo_treecamp13-scaled.jpg?format=750w,londolozi.com/en/camps/tree-camp,https://www.jsltravelagent.com/clientintake,Africa,https://www.londolozi.com/en/camps/tree-camp
Ulusaba Private Game Reserve,31.354611,-24.7991478,Sabi Sands,South Africa,Another top-tier African safari resort with incredible wildlife experiences and luxury accommodations.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/31095243-31e3-408e-b4e5-69e61e8de32a/Exterior-UlusabaPrivateGameReserve-SouthAfrica-CRHotel.jpeg?format=750w,ulusaba.virgin.com,https://www.jsltravelagent.com/clientintake,Africa,https://www.ulusaba.virgin.com
Four Seasons Safari Lodge Serengeti,34.9190527,-2.2345057,Serengeti,Tanzania,A peaceful Four Seasons resort set in the heart of the Serengeti. Expect incredible wildlife and serene luxury.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/6c49f130-74b5-4092-b360-867addb9df0d/the-infinity-pool-overlooking.jpg?format=750w,fourseasons.com/serengeti,https://www.jsltravelagent.com/clientintake,Africa,https://www.fourseasons.com/serengeti
&Beyond Ngorongoro Crater Lodge,35.49691,-3.240128,Ngorongoro,Tanzania,A luxurious safari lodge in Tanzania that offers an unforgettable African adventure.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/9f8b5f6a-6c93-495d-99c4-ba000b3355a2/handcrafted-banana-tached-dining-area-at-andbeyond-ngorongoro-crater-lodge-on-a-luxury-tanznia-safari.jpg?format=1000w,andbeyond.com/our-lodges/ngorongoro-crater-lodge,https://www.jsltravelagent.com/clientintake,Africa,https://www.andbeyond.com/our-lodges/ngorongoro-crater-lodge
One&Only Gorilla's Nest,29.5791051,-1.4415199,Volcanoes National Park,Rwanda,"A once-in-a-lifetime resort in Rwanda, known for its outlandish luxury and proximity to gorilla trekking.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/cdd10a96-a44a-4c19-ac08-92c52b9f5ed3/oogn-hero-1-pathway-2020.jpeg?format=750w,oneandonlyresorts.com/gorillas-nest,https://www.jsltravelagent.com/clientintake,Africa,https://www.oneandonlyresorts.com/gorillas-nest
AYA Niseko,140.7031099,42.8575665,Niseko,Japan,An incredible ski resort in Japan that offers top-notch winter experiences.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/001db7d3-f68a-4ed9-a6a4-6785211187b5/Exterior_7.jpg?format=750w,ayaniseko.com,https://www.jsltravelagent.com/clientintake,Asia,https://www.ayaniseko.com
Hotel Xcaret,-87.1120834,20.5864963,Playa del Carmen,Mexico,"The best all-inclusive resort in Mexico, offering endless activities and luxury accommodations.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/d5ff2163-0609-4464-bd53-3da4e7196d7e/img_4434.jpeg?format=750w,hotelxcaret.com,https://www.jsltravelagent.com/clientintake,Central America,https://www.hotelxcaret.com
Four Seasons Palm Beach,-80.037718,26.6186138,Palm Beach,USA,"An incredible Four Seasons resort close to Mar-a-Lago, offering unmatched hospitality.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/432c9ea0-06d5-4106-a62f-5f7d21256552/pbf-aerial-view-two-oceanfront.jpg?format=750w,fourseasons.com/palmbeach,https://www.jsltravelagent.com/clientintake,North America,https://www.fourseasons.com/palmbeach
Tivoli Carvoeiro Algarve Resort,-8.459968,37.094121,Carvoeiro,Portugal,Set on the cliffs of the Algarve with stunning beach views and enormous bathtubs. True coastal luxury.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/10d9dec5-da7f-4e81-8dd2-f42ef23a688b/tivoli_carvoeiro_exterior_1060_x-2-%281%29.jpeg?format=750w,tivolihotels.com/en/tivoli-carvoeiro,https://www.jsltravelagent.com/clientintake,Europe,https://www.tivolihotels.com/en/tivoli-carvoeiro
Six Senses Grenada,-61.6741201,12.0202519,St. George's,Grenada,A remote eco-luxury resort with a focus on sustainability. Incredibly opulent rooms and plenty to do.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/8da96f6f-3cd2-4e5f-8c44-da50bbdea3f7/resort-sunset.jpg?format=1000w,sixsenses.com/en/resorts/grenada,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.sixsenses.com/en/resorts/grenada
The Colony Hotel,-80.0355183,26.7001336,Palm Beach,USA,"A cute boutique hotel in Palm Beach with a signature pink exterior. A charming, intimate stay.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/c7fd9596-4d76-41a2-8805-a7d89fd36ee0/the-colony-hotel.jpg?format=750w,thecolonypalmbeach.com,https://www.jsltravelagent.com/clientintake,North America,https://www.thecolonypalmbeach.com
"Jumeirah, Port de Soller",2.6958482,39.8023316,Port de Soller,Spain,"Perched on a dramatic cliffside overlooking the Mediterranean, this Mallorca retreat combines breathtaking views with luxurious tranquility.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/b2f2fd60-51cb-46a2-984d-c201fc83764b/mediterranean-sea-views.jpg?format=1000w,,https://www.jsltravelagent.com/clientintake,Europe,https://www.
Les Airelles Saint Tropez,6.658436,43.2536198,Saint Tropez,France,"An elegant retreat in the French Riviera, perfect for basking in luxury by the Mediterranean.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/a1632c3e-8031-47e3-a239-95a3cfca922c/news-main.1653299878.jpg?format=1000w,https://www.airelles.com/en/airelles-saint-tropez,https://www.jsltravelagent.com/clientintake,Europe,https://www.https://www.airelles.com/en/airelles-saint-tropez
Cheval Blanc St. Barths,-62.8544769,17.9190387,St. Barths,St. BarthÈlemy,"A secluded haven in St. Barths, offering exquisite French Caribbean charm and tranquility.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/001a4e7b-3010-4feb-b6f4-bfae71c1a61b/poolside-at-cheval-blanc-st-barth-isle-de-france-conde-nast-traveller-9jan15-Pierre-carreau.jpeg?format=1500w,https://www.chevalblanc.com/en/maison/st-barth-isle-de-france/,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.https://www.chevalblanc.com/en/maison/st-barth-isle-de-france/
Gyp Sea St. Barths,-62.8334007,17.9035466,St. Barths,St. BarthÈlemy,Beachfront relaxation meets vibrant bohemian vibes at this eclectic St. Barths gem.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/98194b4e-28ab-4edc-991a-cf20bb4ccb91/VillaMarieSaintBarthFHR7.jpeg?format=2500w,https://www.gypseasaintbarth.com/,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.https://www.gypseasaintbarth.com/
Rosewood St. Barths,-62.8037432,17.9123155,St. Barths,St. BarthÈlemy,"Ultimate luxury in St. Barths, where breathtaking views and top-tier amenities reign supreme.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/91b20645-6921-4506-9996-1da65e891095/RWLGH_generalview_peninsula.jpg?format=1000w,https://www.rosewoodhotels.com/en/le-guanahani,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.https://www.rosewoodhotels.com/en/le-guanahani
One&Only Cape Town,18.4162905,-33.9086313,Cape Town,South Africa,Experience Cape Townís vibrant culture from this chic waterfront oasis with sweeping mountain views.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/40593499-4b77-49aa-a84e-cb96c9d0d87f/2f9429e9.jpeg?format=1000w,https://www.oneandonlyresorts.com/cape-town,https://www.jsltravelagent.com/clientintake,Africa,https://www.https://www.oneandonlyresorts.com/cape-town
COMO Parrot Cay,-72.053601,21.9361926,Parrot Cay,Turks & Caicos Islands,"A serene, private island escape with a focus on wellness and barefoot luxury.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/6cd33446-f39c-40cc-8d76-fc34f671d560/10c9e808b3e771555993cec7331682ac.jpg?format=1000w,https://www.comohotels.com/en/parrot-cay,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.https://www.comohotels.com/en/parrot-cay
Cap Rocat,2.7243017,39.4761095,Mallorca,Spain,Historic architecture meets modern elegance in Mallorcaís stunning coastline.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/7ecae646-17e2-4a0d-bf29-ffe5f7d283f3/49508728.jpg?format=1000w,https://www.caprocat.com/en/,https://www.jsltravelagent.com/clientintake,Europe,https://www.https://www.caprocat.com/en/
Raffles Praslin,55.7182486,-4.3076555,Praslin,Seychelles,An exclusive Seychelles hideaway with private villas and crystal-clear waters at every turn.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/275c6396-e9ba-4577-be69-f6691f21ca54/214524164.jpg?format=1000w,https://www.raffles.com/praslin/,https://www.jsltravelagent.com/clientintake,Africa,https://www.https://www.raffles.com/praslin/
The Brando,-149.5959077,-17.0227819,Tetiaroa,French Polynesia,Sustainable luxury at its finest on a private Polynesian island surrounded by turquoise waters.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/29f2787e-f42b-4e78-93c4-7c88211c63c4/Aerial_DSC0094-resample-scaled-e1676446341955.jpg?format=1500w,https://thebrando.com/,https://www.jsltravelagent.com/clientintake,Oceania,https://www.https://thebrando.com/
Jade Mountain,-61.0762176,13.8637704,SoufriËre,St. Lucia,"Nestled between the Pitons, this St. Lucia retreat offers jaw-dropping views and personalized service.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/97dba0b7-5f2c-450e-9862-3c90e4ba467b/0x0.jpeg?format=1000w,https://jademountain.com/,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.https://jademountain.com/
Amanzoe,23.11747,37.370547,Porto Heli,Greece,"A tranquil sanctuary on the Greek Peloponnese, perfect for a secluded, luxury escape.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/de20a335-ca28-4452-bdd3-be38efe5a100/amanzoe-arrival-pavilion.jpg?format=1000w,https://www.aman.com/resorts/amanzoe,https://www.jsltravelagent.com/clientintake,Europe,https://www.https://www.aman.com/resorts/amanzoe
HÙtel de Crillon,2.3210916,48.8672703,Paris,France,"Parisian opulence at its finest, blending historic grandeur with contemporary luxury.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/3b9b4772-ac96-4727-b4e4-f500d5242ce7/hotel-de-crillon.jpg?format=1000w,https://www.rosewoodhotels.com/en/hotel-de-crillon,https://www.jsltravelagent.com/clientintake,Europe,https://www.https://www.rosewoodhotels.com/en/hotel-de-crillon
Fogo Island Inn,-54.1782406,49.7304449,Joe Batt's Arm,Canada,"A remote retreat in Newfoundland, with unique design and views over rugged Atlantic waters.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/68a15eb5-ab7b-4a79-80c3-ac7ee7726d4c/FogoIslandInn-NewfoundlandCA-CRHotel.jpeg?format=1500w,https://fogoislandinn.ca/,https://www.jsltravelagent.com/clientintake,North America,https://www.https://fogoislandinn.ca/
One&Only Palmilla,-109.7142818,23.0068212,San JosÈ del Cabo,Mexico,"Oceanfront luxury in Los Cabos, where privacy and unparalleled service set the scene.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/c494c187-0f1f-4a75-aca7-bc0f7c15172f/oopal-exteriors-aerials-10.jpeg?format=1000w,https://www.oneandonlyresorts.com/palmilla,https://www.jsltravelagent.com/clientintake,Central America,https://www.https://www.oneandonlyresorts.com/palmilla
Four Seasons Resort and Residences Jackson Hole,-110.826799,43.589801,Teton Village,United States,A mountain escape with unparalleled access to nature and luxe alpine amenities.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/74b489bf-84c1-4696-bc1a-f96bb02aff14/JAC_461_original.jpg?format=1500w,https://www.fourseasons.com/jacksonhole/,https://www.jsltravelagent.com/clientintake,North America,https://www.https://www.fourseasons.com/jacksonhole/
"WaterColor, 30A",-86.1449276,30.3218602,Santa Rosa Beach,United States,"A laid-back, beachfront getaway along Floridaís Gulf Coast, perfect for sun-soaked relaxation.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/a209bf12-cd9a-4d2d-930f-d4b328b0b0ea/wci-pool.jpg?format=1500w,https://www.watercolorresort.com/,https://www.jsltravelagent.com/clientintake,North America,https://www.https://www.watercolorresort.com/
Sea Island Georgia,-81.3316903,31.2017278,Sea Island,United States,A classic Southern resort blending world-class golf and coastal luxury on the Atlantic.,https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/c1acb435-c869-449e-9eed-d423d6dfe95d/cloister-beach-club-aerial.jpg?format=1000w,https://www.seaisland.com/,https://www.jsltravelagent.com/clientintake,North America,https://www.https://www.seaisland.com/
1 Hotel Hanalei Bay,-159.4970515,22.2205632,Princeville,United States,"An eco-friendly escape with natural beauty, modern design, and sweeping ocean views.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/2fd1cec5-92ca-4326-bf9e-3b9eac50a2d3/349512584.jpg?format=1000w,https://www.1hotels.com/hanalei-bay,https://www.jsltravelagent.com/clientintake,North America,https://www.https://www.1hotels.com/hanalei-bay
Acqualina Resort & Residences,-80.1209181,25.9408209,Sunny Isles Beach,United States,"Iconic beachside luxury in Florida, combining opulence and relaxation with unparalleled views.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/3e835598-21eb-44fd-924b-866605dcfca7/5e9770066d169.jpg?format=1000w,https://www.acqualinaresort.com/,https://www.jsltravelagent.com/clientintake,North America,https://www.https://www.acqualinaresort.com/
Virgin Hotels,-73.988791,40.7466063,New York City,United States,"A stylish urban retreat in NYC, blending modernity and comfort in the heart of Manhattan.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/e06a23a7-fda4-4587-a98e-47e789ddf78d/220504_Virgin_NY_Model_Rooms_24038.jpg?format=1000w,https://virginhotels.com/new-york/,https://www.jsltravelagent.com/clientintake,North America,https://www.https://virginhotels.com/new-york/
Rock House,-72.2416473,21.7868169,Providenciales,Turks & Caicos Islands,"A cliffside retreat in Turks & Caicos, with stunning views and an emphasis on privacy and tranquility.",https://images.squarespace-cdn.com/content/v1/6548250d80354a7fbf64348a/aeace5cb-e06a-4a66-8487-7fb5c2584e13/Rock-House-4672-min.jpg?format=1000w,https://www.rockhouse.gracebayresorts.com/,https://www.jsltravelagent.com/clientintake,Caribbean,https://www.https://www.rockhouse.gracebayresorts.com/
